1.885206997394561768e-01,-4.373871088027954102e-01,6.383200883865356445e-01,3.307893574237823486e-01,-1.269606018066406250e+01
5.197588801383972168e-01,7.843626141548156738e-01,5.376852154731750488e-01,2.157691001892089844e+00,-6.155769228935241699e-01
1.158954381942749023e+00,5.415589809417724609e-01,6.144163608551025391e-01,8.814690113067626953e-01,-1.883054524660110474e-01
1.356868982315063477e+00,-6.822937130928039551e-01,7.991479039192199707e-01,2.209137976169586182e-01,-9.004421830177307129e-01
1.166424989700317383e+00,1.363874673843383789e-01,8.565341830253601074e-01,9.207133054733276367e-01,-1.911992907524108887e+00
9.589989781379699707e-01,-1.022741436958312988e+00,8.776807785034179688e-01,-7.773622125387191772e-02,1.232938528060913086e+00
1.210225105285644531e+00,1.169797658920288086e+00,1.051878333091735840e+00,1.937971115112304688e+00,1.460014581680297852e+00
-1.412905693054199219e+00,-1.882712364196777344e+00,1.013139724731445312e+00,1.544864475727081299e-01,1.079317331314086914e+00
7.905578017234802246e-01,8.134031295776367188e-01,3.522884547710418701e-01,8.622132539749145508e-01,-9.569783210754394531e-01
-1.152850389480590820e+00,-1.507762789726257324e+00,3.035471439361572266e-01,-6.750110387802124023e-01,-2.688680291175842285e-01
-9.700868278741836548e-02,1.087301373481750488e+00,1.543772518634796143e-01,1.050100326538085938e+00,8.887805938720703125e-01
-8.202467560768127441e-01,-5.082812309265136719e-01,1.850407719612121582e-01,-4.036801159381866455e-01,3.204657137393951416e-02
-1.908119469881057739e-01,4.405137002468109131e-01,2.034686356782913208e-01,2.811997234821319580e-01,3.436665236949920654e-01
-1.779224574565887451e-01,3.642644286155700684e-01,1.436651498079299927e-01,-9.301823973655700684e-01,6.568692922592163086e-01
-2.155815064907073975e-01,7.001048922538757324e-01,1.418220102787017822e-01,-4.977850317955017090e-01,-1.023290038108825684e+00
3.026845753192901611e-01,4.223219454288482666e-01,2.800374329090118408e-01,-9.697823524475097656e-01,-6.844340264797210693e-02
2.629838511347770691e-02,1.286657094955444336e+00,2.015062272548675537e-01,-5.409142971038818359e-01,-1.924876682460308075e-02
-8.308092951774597168e-01,1.080931067466735840e+00,5.191515386104583740e-02,-1.162896990776062012e+00,-1.545850872993469238e+00
2.972357869148254395e-01,7.813962101936340332e-01,2.202536165714263916e-01,-9.679908752441406250e-01,-8.963065743446350098e-01
-5.709977075457572937e-02,5.944916605949401855e-01,1.251754760742187500e-01,-9.263250231742858887e-01,-3.598473370075225830e-01
1.525282859802246094e-01,1.024256348609924316e+00,9.432371705770492554e-02,-7.750365138053894043e-01,1.906171292066574097e-01
-4.328131377696990967e-01,9.245100617408752441e-01,1.222388371825218201e-01,-1.359070777893066406e+00,8.976053595542907715e-01
-3.358004987239837646e-01,-1.099586963653564453e+00,4.093596339225769043e-02,-5.677047371864318848e-01,-9.761631488800048828e-01
-1.394809782505035400e-01,8.598945140838623047e-01,1.060497313737869263e-01,1.379091382026672363e+00,8.802682161331176758e-01
-1.614922165870666504e+00,1.241095438599586487e-01,9.977523237466812134e-02,-2.648547589778900146e-01,1.974060297012329102e+00
1.877501606941223145e-01,9.964795708656311035e-01,2.263474911451339722e-01,-5.038887858390808105e-01,8.445016145706176758e-01
2.717733085155487061e-01,6.008939743041992188e-01,7.248867303133010864e-02,-1.220041275024414062e+00,-1.067736148834228516e+00
4.745310842990875244e-01,1.670761466026306152e+00,7.910766452550888062e-02,-1.099643111228942871e+00,1.178647398948669434e+00
-7.528271526098251343e-02,-1.022683501243591309e+00,-6.001879647374153137e-02,-1.312678813934326172e+00,1.599491596221923828e+00
8.047908544540405273e-03,-3.037052452564239502e-01,-4.585199803113937378e-02,5.282482504844665527e-01,4.224042296409606934e-01
-8.938505053520202637e-01,1.048776268959045410e+00,1.845196485519409180e-01,1.279238343238830566e+00,4.886766076087951660e-01
-4.651130139827728271e-01,2.260003238916397095e-02,1.282353699207305908e-01,-5.173118710517883301e-01,4.699310958385467529e-01
-5.851701498031616211e-01,5.156257748603820801e-02,1.756549328565597534e-01,-4.054810106754302979e-01,5.436691641807556152e-02
-2.358731776475906372e-01,4.068852961063385010e-01,1.419273763895034790e-01,-3.223068416118621826e-01,-2.583307772874832153e-02
-7.892870903015136719e-02,3.974115252494812012e-01,1.622265875339508057e-01,-5.705762505531311035e-01,1.050172448158264160e+00
-5.926992297172546387e-01,6.030338406562805176e-01,1.575425714254379272e-01,-9.149312376976013184e-01,1.329046189785003662e-01
-1.615589857101440430e-01,8.228723406791687012e-01,6.577791273593902588e-02,-6.066191196441650391e-01,1.137322187423706055e+00
-2.356003671884536743e-01,7.040487527847290039e-01,2.284584492444992065e-01,-1.092517018318176270e+00,-1.057579755783081055e+00
2.340831995010375977e+00,-1.358427405357360840e+00,1.957870423793792725e-01,-8.756807446479797363e-01,-6.202340722084045410e-01
1.147919178009033203e+00,-1.091526865959167480e+00,4.748433828353881836e-01,9.246494174003601074e-01,-1.043663024902343750e+00
7.681581974029541016e-01,5.473390966653823853e-02,5.596336722373962402e-01,8.565747141838073730e-01,5.827147397212684155e-04
1.906580090522766113e+00,5.976600646972656250e-01,8.186629414558410645e-01,4.393815100193023682e-01,-4.351362958550453186e-02
1.350774765014648438e+00,-1.309515833854675293e+00,2.031240463256835938e-01,-7.352771759033203125e-01,-1.492769002914428711e+00
2.183363884687423706e-01,4.338306784629821777e-01,-2.996483147144317627e-01,2.010893583297729492e+00,-2.345605850219726562e+00
-2.141650676727294922e+00,4.311471283435821533e-01,-1.446742415428161621e-01,6.990313529968261719e-01,2.657307088375091553e-01
-2.464520633220672607e-01,1.381163954734802246e+00,-2.683247089385986328e+00,-7.839436531066894531e-01,1.366064101457595825e-01
1.610426306724548340e+00,-1.127465963363647461e+00,-5.865030288696289062e-01,-1.501149415969848633e+00,-2.436493635177612305e+00
-5.863372087478637695e-01,8.384422659873962402e-01,2.187496900558471680e+00,2.600975334644317627e-01,-5.383169651031494141e-01
1.398768305778503418e+00,-7.273846864700317383e-01,1.314878940582275391e+00,-1.229227662086486816e+00,-1.569295525550842285e+00
6.239591240882873535e-01,-9.993481636047363281e-01,9.016221761703491211e-01,1.460980325937271118e-01,-1.057229876518249512e+00
2.580981552600860596e-01,1.430974006652832031e+00,1.092899799346923828e+00,1.344577550888061523e+00,3.109769523143768311e-01
