-5.406644344329833984e-01,-2.396069020032882690e-01,9.857848882675170898e-01,3.689533472061157227e-02,7.716721892356872559e-01
-5.767456069588661194e-02,-1.008643746376037598e+00,3.037476539611816406e+00,7.393096089363098145e-01,1.777700662612915039e+00
-2.681910693645477295e-01,-1.333179473876953125e+00,8.933859467506408691e-01,1.338686585426330566e+00,1.394529223442077637e+00
-1.936658918857574463e-01,2.256892174482345581e-01,3.027978658676147461e+00,1.522253751754760742e+00,1.923001050949096680e+00
-1.925916224718093872e-01,-2.055889129638671875e+00,-9.617007970809936523e-01,4.413346946239471436e-01,1.541755557060241699e+00
-8.057945370674133301e-01,-1.032383561134338379e+00,-1.354905605316162109e+00,1.145151257514953613e+00,1.084723114967346191e+00
1.197657659649848938e-01,7.967308163642883301e-01,1.175484657287597656e+00,2.005075216293334961e+00,1.816430330276489258e+00
1.661966741085052490e-01,-7.534353137016296387e-01,3.349821865558624268e-01,-2.082310169935226440e-01,9.748061299324035645e-01
-6.802752614021301270e-01,-1.184069395065307617e+00,-2.548655271530151367e+00,7.833212614059448242e-01,1.522813677787780762e+00
4.046959877014160156e-01,-9.330143332481384277e-01,2.271976470947265625e-01,1.808606982231140137e+00,-4.486693143844604492e-01
-1.773332059383392334e-01,6.799230575561523438e-01,1.437300890684127808e-01,1.073107481002807617e+00,-8.870105147361755371e-01
-1.615559935569763184e+00,-1.196740746498107910e+00,5.682961344718933105e-01,-9.173148870468139648e-01,-1.234324499964714050e-01
1.852818250656127930e+00,1.274622678756713867e+00,-4.500131309032440186e-01,1.160695791244506836e+00,2.735937237739562988e-01
-1.235697150230407715e+00,-1.186643004417419434e+00,-1.127732872962951660e+00,-8.973228931427001953e-01,3.392052948474884033e-01
-3.935128152370452881e-01,2.198346704244613647e-01,2.260105609893798828e-01,1.185032844543457031e+00,-6.801344752311706543e-01
6.495288759469985962e-02,-1.219657897949218750e+00,-2.969437539577484131e-01,-1.068843975663185120e-01,1.992118656635284424e-01
1.237990498542785645e+00,7.474120259284973145e-01,2.258287221193313599e-01,1.142909765243530273e+00,-1.112649217247962952e-01
-1.164383530616760254e+00,-1.213474512100219727e+00,7.949576973915100098e-01,-1.235227465629577637e+00,4.450095593929290771e-01
2.018938541412353516e+00,6.748161911964416504e-01,-2.547450959682464600e-01,1.558472394943237305e+00,4.924435615539550781e-01
-8.727078437805175781e-01,-1.211776971817016602e+00,-8.134183883666992188e-01,-7.971566319465637207e-01,3.354934155941009521e-01
4.582525491714477539e-01,9.210755228996276855e-01,1.755724847316741943e-01,1.492309689521789551e+00,-7.142826318740844727e-01
-1.791426301002502441e+00,-1.195844292640686035e+00,-1.585634589195251465e+00,-1.368213057518005371e+00,2.869708538055419922e-01
1.207131981849670410e+00,7.974966168403625488e-01,1.047371864318847656e+00,9.891359210014343262e-01,1.837071329355239868e-01
1.847581565380096436e-01,-3.220699131488800049e-01,7.169857621192932129e-01,-8.697078227996826172e-01,8.715820312500000000e-01
9.108620882034301758e-01,2.050599575042724609e+00,-1.067209392786026001e-01,7.345060110092163086e-01,9.629950672388076782e-02
-1.270653128623962402e+00,-1.023855328559875488e+00,1.704492717981338501e-01,-1.098683118820190430e+00,-6.759907603263854980e-01
-8.878245949745178223e-02,5.759469270706176758e-01,1.679735928773880005e-01,1.365368485450744629e+00,-8.030222654342651367e-01
-1.934685468673706055e+00,-1.192286491394042969e+00,-2.586363255977630615e-01,-8.693020939826965332e-01,-1.856636255979537964e-01
1.977440834045410156e+00,1.937277913093566895e+00,4.208097457885742188e-01,9.454869627952575684e-01,1.020512461662292480e+00
